true	Predictions
-1.93858802318573	-2.0127151012420654
-0.9345998764038086	-0.8229568004608154
-1.6288959980010986	-2.4971983432769775
-2.0494866371154785	-3.0507991313934326
-0.9637178778648376	-1.4473904371261597
0.1478249877691269	-0.23955658078193665
-0.634003221988678	-0.6311992406845093
-1.6906262636184692	-1.6348398923873901
-0.2923489511013031	-0.241486594080925
-1.137402057647705	-1.1434876918792725
-0.6667818427085876	-0.5975739359855652
-2.186572551727295	-1.936379075050354
-2.4091641902923584	-2.643641233444214
-2.137960910797119	-2.0477383136749268
-2.2260594367980957	-1.7840111255645752
-0.943325400352478	-1.3144760131835938
-0.8417748212814331	-1.0307286977767944
-1.9463802576065063	-2.341346502304077
-0.8695144653320312	-1.7249830961227417
-0.4641329050064087	-1.0123296976089478
-1.7761775255203247	-1.8661450147628784
-2.159350872039795	-2.365828514099121
-1.9983925819396973	-1.7886041402816772
-2.0465638637542725	-2.2998225688934326
-2.4774303436279297	-2.31652569770813
-2.5476930141448975	-3.0399420261383057
-2.3493056297302246	-2.083350896835327
-0.5704305768013	-0.6284159421920776
-1.0560557842254639	-1.1513149738311768
-1.6605206727981567	-1.6208081245422363
-1.1617374420166016	-1.3788182735443115
-2.376302719116211	-2.830383062362671
-2.0221543312072754	-2.374404191970825
-1.4984557628631592	-1.4962553977966309
-0.5784569382667542	-0.856564998626709
-1.5533033609390259	-1.7616342306137085
-1.0337772369384766	-1.3588769435882568
-1.8692455291748047	-2.3599510192871094
-2.2710282802581787	-2.750408887863159
-2.9216103553771973	-3.22051739692688
-0.2700910270214081	-0.7951549291610718
-2.882082223892212	-2.9101498126983643
-1.842972755432129	-1.9099034070968628
-0.21679995954036713	-1.478434681892395
-0.2273649424314499	-0.3473894000053406
-1.2996066808700562	-1.9813638925552368
-1.7919255495071411	-2.3761885166168213
0.07909761369228363	-0.6091722249984741
-1.5911462306976318	-2.280038833618164
-1.919515609741211	-2.834211587905884
-0.9443893432617188	-1.4488047361373901
-0.23024751245975494	-1.0359885692596436
-1.6415170431137085	-1.9603217840194702
-2.2198352813720703	-1.7630361318588257
-1.4573951959609985	-0.9816340208053589
1.3744646310806274	1.5277656316757202
-1.232838749885559	-1.3184555768966675
-0.7769397497177124	-1.2182663679122925
-1.0086994171142578	-0.46094638109207153
-0.32666268944740295	0.13137486577033997
-2.3016154766082764	-2.6538069248199463
-1.8356988430023193	-1.500910997390747
-2.230813503265381	-2.2959787845611572
-2.581439733505249	-2.6317739486694336
-0.43532246351242065	-0.42279496788978577
1.028508186340332	0.9560469388961792
-2.7026164531707764	-3.4201433658599854
-0.6520878076553345	-0.3877759277820587
-1.5273879766464233	-1.5231157541275024
-0.6358089447021484	-0.7637242078781128
-2.707634210586548	-3.0092933177948
-1.363019347190857	-1.1840318441390991
-1.8196467161178589	-1.7325624227523804
-2.849283218383789	-3.1554362773895264
-2.1196887493133545	-3.126826047897339
-2.104349136352539	-1.5130573511123657
-1.7621171474456787	-1.4833416938781738
-3.0177488327026367	-2.7199113368988037
-0.5639170408248901	-0.422866553068161
0.024848653003573418	0.6243029832839966
-2.2197155952453613	-2.845763921737671
1.0140125751495361	0.8691763877868652
-1.601688027381897	-1.4577316045761108
-1.56230628490448	-1.4343069791793823
0.05686221271753311	0.24751576781272888
-2.7244997024536133	-3.3929595947265625
-1.3460549116134644	-1.11094331741333
-1.8851979970932007	-1.4661959409713745
-2.5846774578094482	-2.3529164791107178
-0.46937984228134155	-1.0387489795684814
-2.436467409133911	-3.0112197399139404
-3.3458034992218018	-3.18945050239563
-0.5592248439788818	-0.1666157841682434
-1.0701355934143066	-1.2266809940338135
-1.2837233543395996	-1.3923805952072144
-1.4075589179992676	-1.1507830619812012
0.3532590866088867	0.7974966764450073
-0.811518669128418	-0.06498956680297852
-1.1792021989822388	-2.360191583633423
-1.9262330532073975	-1.7299766540527344
-1.561838984489441	-1.4876986742019653
-1.1489323377609253	-1.2360228300094604
-0.8139304518699646	-0.5127091407775879
-1.0059092044830322	-1.0541735887527466
-1.1969574689865112	-1.5905767679214478
-3.073596477508545	-2.6296284198760986
-1.7881340980529785	-2.289565324783325
-1.4188340902328491	-1.225111484527588
-3.1128594875335693	-2.4919331073760986
-2.485262393951416	-2.024738311767578
-2.030933380126953	-2.0760080814361572
-2.040736436843872	-2.3235654830932617
-0.06642615795135498	0.022530823945999146
-1.9482660293579102	-2.312148332595825
-0.6142306923866272	-0.3483670651912689
-2.362100601196289	-2.3655662536621094
-2.12484073638916	-1.8477100133895874
0.26520636677742004	-0.0914769172668457
-1.6766146421432495	-2.246464967727661
-1.073672890663147	-0.37026768922805786
-3.3104209899902344	-3.8693621158599854
-2.606438636779785	-3.077366590499878
-0.9111589193344116	-0.9912102222442627
-1.2052102088928223	-1.0038865804672241
-0.6474436521530151	-0.6065658330917358
-1.2032197713851929	-2.2411398887634277
-4.1339921951293945	-4.188908100128174
-2.3128557205200195	-2.6960465908050537
-3.545745849609375	-3.329061269760132
-3.400796413421631	-4.050560474395752
